"id","user_id","updated_at"
1994,337,2022-05-16 08:34:58
9078,338,2022-05-05 18:49:13
9157,339,2022-05-15 17:50:27
8267,340,2022-05-12 13:05:33
8684,341,2022-05-21 04:43:03
657,342,2022-05-19 02:03:43
4880,343,2022-05-17 06:55:15
4722,344,2022-05-19 01:03:11
6566,345,2022-05-02 22:39:45
9302,346,2022-05-12 08:23:03
6439,347,2022-05-13 11:07:06
5718,348,2022-05-02 18:52:14
910,349,2022-05-16 18:57:05
1447,350,2022-05-24 16:45:11
9019,351,2022-05-01 13:19:57
463,352,2022-05-16 20:18:08
8159,353,2022-05-13 01:52:29
3671,354,2022-05-09 09:27:27
4823,355,2022-05-24 14:12:14
6452,356,2022-05-06 17:15:32
640,358,2022-05-04 02:05:41
5238,359,2022-05-15 07:01:09
6474,360,2022-05-21 13:46:15
3965,361,2022-05-03 12:05:23
1181,362,2022-05-22 06:11:42
4643,364,2022-05-21 01:20:33
6418,365,2022-05-04 01:35:11
5739,366,2022-05-19 13:55:40
7452,367,2022-05-07 16:29:44
8001,367,2022-05-15 21:47:11
1924,368,2022-05-10 20:38:20
5064,369,2022-05-17 23:33:13
5142,371,2022-05-13 17:21:25
8933,372,2022-05-06 18:06:58
2135,373,2022-05-10 04:08:36
2198,374,2022-05-07 23:43:47
5318,375,2022-05-10 10:39:10
7707,376,2022-05-12 01:28:14
9545,377,2022-05-03 10:17:32
7233,378,2022-05-07 19:06:48
6544,379,2022-05-19 20:24:28
6127,380,2022-05-06 13:59:09
5419,381,2022-05-06 06:47:56
5827,382,2022-05-12 02:25:10
9548,383,2022-05-10 04:09:40
1099,384,2022-05-09 22:50:59
6438,385,2022-05-16 07:05:53
2978,386,2022-05-06 11:45:31
4343,387,2022-05-22 01:31:29
8663,388,2022-05-04 00:52:58
1037,389,2022-05-15 02:40:04
5335,390,2022-05-22 22:31:33
8907,391,2022-05-03 17:39:58
9093,392,2022-05-19 22:52:39
9300,394,2022-05-19 06:30:53
3527,395,2022-05-22 04:09:11
4423,396,2022-05-20 21:01:24
2642,398,2022-05-20 22:15:27
6156,399,2022-05-12 18:42:33
524,400,2022-05-18 11:00:49
9932,401,2022-05-23 21:33:49
6492,402,2022-05-16 06:45:57
3548,403,2022-05-08 07:01:02
3771,404,2022-05-04 10:44:34
9760,405,2022-05-13 05:08:35
4494,406,2022-05-07 07:34:30
3178,407,2022-05-10 18:11:55
6935,408,2022-05-16 06:13:41
4371,409,2022-05-04 15:29:43
8286,410,2022-05-05 15:32:15
5286,411,2022-05-20 13:45:57
8012,412,2022-05-02 17:51:20
7656,413,2022-05-02 12:34:19
9913,414,2022-05-15 22:22:04
8146,415,2022-05-04 06:08:28
6822,416,2022-05-20 11:25:18
5747,417,2022-05-11 18:30:34
4128,418,2022-05-06 07:40:01
6128,419,2022-05-14 22:42:15
3489,420,2022-05-05 05:08:30
1819,421,2022-05-12 15:48:28
2098,422,2022-05-14 15:58:44
7542,423,2022-05-13 11:48:44
2717,424,2022-05-15 11:05:43
9376,425,2022-05-03 18:21:09
2982,426,2022-05-23 20:07:48
9961,427,2022-05-08 02:01:42
4674,428,2022-05-15 07:38:44
4147,429,2022-05-12 22:39:23
3855,430,2022-05-20 23:46:22
4782,430,2022-05-15 03:10:12
6140,431,2022-05-05 17:59:37
1532,432,2022-05-02 17:06:13
6315,433,2022-05-09 07:43:13
9274,434,2022-05-05 20:46:03
7876,435,2022-05-14 20:55:22
1835,436,2022-05-24 21:12:10
9382,437,2022-05-02 00:00:54
4597,438,2022-05-04 20:11:34
585,439,2022-05-19 10:42:19
8188,439,2022-05-03 02:30:35
7545,440,2022-05-10 11:21:23
9814,441,2022-05-20 11:13:32
2149,442,2022-05-12 14:04:09
9835,443,2022-05-03 04:59:34
8576,444,2022-05-12 07:57:02
3789,445,2022-05-12 09:02:44
7614,446,2022-05-15 06:52:35
8341,447,2022-05-04 05:36:25
9713,448,2022-05-05 23:50:34
6615,449,2022-05-11 04:09:17
362,450,2022-05-09 01:34:58
5629,451,2022-05-15 20:41:47
643,452,2022-05-18 13:55:21
319,453,2022-05-19 19:39:07
9190,454,2022-05-22 11:29:50
9816,455,2022-05-08 11:51:01
3851,456,2022-05-13 10:16:23
6833,457,2022-05-09 16:28:42
9388,459,2022-05-09 00:57:55
6557,460,2022-05-17 11:39:33
2261,461,2022-05-20 23:30:47
845,462,2022-05-07 12:42:46
636,463,2022-05-14 03:54:06
5177,465,2022-05-21 21:28:04
2518,466,2022-05-14 06:29:30
2773,467,2022-05-24 20:27:30
2313,468,2022-05-21 11:46:51
763,469,2022-05-10 02:49:52
6825,470,2022-05-07 04:08:39
2182,471,2022-05-08 02:44:02
3431,472,2022-05-04 07:57:05
9824,473,2022-05-06 14:55:17
9063,474,2022-05-09 05:36:50
9098,475,2022-05-04 16:02:13
3524,476,2022-05-01 19:26:52
1718,477,2022-05-09 05:23:56
5391,478,2022-05-06 09:29:29
6422,480,2022-05-19 07:11:29
3168,481,2022-05-18 07:31:13
1097,482,2022-05-17 02:44:34
1557,483,2022-05-16 08:57:20
7329,484,2022-05-08 14:13:59
9798,486,2022-05-17 14:28:59
8829,487,2022-05-22 13:38:45
2037,488,2022-05-11 00:49:31
4280,489,2022-05-18 05:17:13
7869,490,2022-05-12 18:15:00
5140,491,2022-05-22 07:24:16
1379,492,2022-05-15 09:52:21
448,493,2022-05-06 04:10:03
19,494,2022-05-22 19:13:36
3534,495,2022-05-24 07:13:17
7427,496,2022-05-07 07:10:46
1932,497,2022-05-15 00:44:08
3217,498,2022-05-14 21:57:28
1150,499,2022-05-14 23:29:01
6038,500,2022-05-15 00:16:52
5865,501,2022-05-17 05:25:30
6479,502,2022-05-23 01:16:16
9795,503,2022-05-16 12:51:56
4081,504,2022-05-05 14:58:22
8213,505,2022-05-08 12:59:59
8630,506,2022-05-11 21:21:23
6339,507,2022-05-23 16:06:58
3747,508,2022-05-13 15:28:40
9127,509,2022-05-05 22:10:28
2726,510,2022-05-07 17:53:35
4161,512,2022-05-07 06:41:12
4400,513,2022-05-14 09:43:54
8418,514,2022-05-14 19:18:12
916,515,2022-05-06 06:03:31
7581,516,2022-05-22 05:44:45
5488,517,2022-05-06 11:14:46
9725,518,2022-05-13 07:21:05
3626,519,2022-05-06 13:30:32
6793,521,2022-05-16 04:41:24
6580,522,2022-05-17 08:07:34
2150,523,2022-05-09 06:38:13
7579,524,2022-05-19 13:27:55
6618,525,2022-05-03 16:07:23
471,526,2022-05-07 09:27:59
574,527,2022-05-08 22:55:00
5838,528,2022-05-21 01:15:07
6520,529,2022-05-22 18:46:24
5810,530,2022-05-03 22:40:51
1935,531,2022-05-07 16:34:37
3660,532,2022-05-10 23:59:59
6930,533,2022-05-06 05:42:56
1052,534,2022-05-03 14:00:51
2284,535,2022-05-16 17:27:18
9144,536,2022-05-05 07:38:09
9752,537,2022-05-18 08:02:24
8377,538,2022-05-16 16:47:22
9398,539,2022-05-15 18:23:45
6753,540,2022-05-07 01:19:09
8375,541,2022-05-17 10:07:50
9866,542,2022-05-22 07:03:49
7110,543,2022-05-24 02:41:50
7774,544,2022-05-19 05:23:33
7466,545,2022-05-22 12:56:36
9521,546,2022-05-02 07:14:36
8930,547,2022-05-02 08:35:15
9879,548,2022-05-22 00:17:42
9976,549,2022-05-05 23:36:43
3539,550,2022-05-05 00:00:04
2414,551,2022-05-11 15:15:41
7281,552,2022-05-17 03:38:22
3604,553,2022-05-13 09:22:04
9148,554,2022-05-06 21:18:52
8794,555,2022-05-07 13:12:38
9682,556,2022-05-14 22:57:03
1076,557,2022-05-23 12:11:56
8316,558,2022-05-11 17:18:33
3302,559,2022-05-09 09:35:16
9549,560,2022-05-03 15:18:34
4957,561,2022-05-13 04:07:30
8073,562,2022-05-14 11:28:28
8193,563,2022-05-10 00:19:26
3887,565,2022-05-11 15:55:40
4298,566,2022-05-17 13:59:25
7246,567,2022-05-19 20:08:02
2698,568,2022-05-21 01:09:51
9519,569,2022-05-17 06:21:38
3138,570,2022-05-14 18:31:52
7471,571,2022-05-11 14:34:03
7404,572,2022-05-18 22:31:23
5776,573,2022-05-17 19:18:04
1386,574,2022-05-12 08:23:33
4342,575,2022-05-01 20:25:48
7871,576,2022-05-01 08:58:48
4122,577,2022-05-01 03:41:41
8338,578,2022-05-22 09:20:57
1273,579,2022-05-19 15:18:04
4267,579,2022-05-11 14:46:27
1940,580,2022-05-12 07:51:39
424,581,2022-05-09 05:45:25
7292,582,2022-05-21 07:48:19
3793,583,2022-05-01 00:20:31
1282,584,2022-05-06 11:21:15
1268,585,2022-05-23 03:36:43
1685,586,2022-05-02 20:19:42
6541,587,2022-05-18 22:15:26
5819,588,2022-05-07 14:38:36
6369,589,2022-05-16 16:56:23
6569,590,2022-05-20 01:48:31
653,591,2022-05-05 17:17:19
2039,592,2022-05-02 07:25:25
3050,593,2022-05-07 19:36:02
5256,594,2022-05-04 12:28:18
8354,595,2022-05-15 04:37:17
605,596,2022-05-01 19:23:33
1979,597,2022-05-08 17:06:50
5766,597,2022-05-18 17:31:19
9929,598,2022-05-12 19:04:02
3022,599,2022-05-08 15:56:47
7464,600,2022-05-05 15:05:14
7172,601,2022-05-03 08:34:59
1642,602,2022-05-09 00:31:59
7582,603,2022-05-06 18:42:55
9862,603,2022-05-24 04:35:23
9918,604,2022-05-13 19:11:31
3787,605,2022-05-12 16:24:40
8678,606,2022-05-14 04:39:09
175,607,2022-05-14 22:23:25
9868,608,2022-05-03 11:19:22
9442,610,2022-05-12 01:20:48
5659,611,2022-05-08 14:25:49
4709,612,2022-05-18 02:19:24
7955,613,2022-05-10 21:35:09
6394,614,2022-05-01 22:07:42
1467,615,2022-05-09 00:09:32
403,616,2022-05-03 00:06:14
7541,617,2022-05-20 13:14:47
7953,618,2022-05-09 01:19:53
1130,619,2022-05-23 21:24:35
5859,620,2022-05-21 23:16:09
5847,621,2022-05-07 07:19:18
9443,622,2022-05-22 00:24:57
4111,623,2022-05-22 02:32:34
6741,624,2022-05-02 04:32:27
3143,625,2022-05-16 17:38:21
9412,626,2022-05-02 13:14:04
882,627,2022-05-01 19:22:36
2659,627,2022-05-23 04:01:01
3596,628,2022-05-16 16:28:44
2710,629,2022-05-05 21:15:43
8402,630,2022-05-10 08:17:38
1765,631,2022-05-14 17:53:24
9665,632,2022-05-02 17:08:04
7369,633,2022-05-24 02:06:16
1650,634,2022-05-03 00:33:53
6022,635,2022-05-13 19:10:38
6185,636,2022-05-08 12:31:42
4448,637,2022-05-20 03:45:44
6809,638,2022-05-23 12:10:49
5296,639,2022-05-03 17:42:56
7811,639,2022-05-11 20:04:54
4313,640,2022-05-09 22:38:44
5518,640,2022-05-22 07:57:41
4119,641,2022-05-08 04:55:30
5233,642,2022-05-15 09:19:55
6445,643,2022-05-10 13:10:45
6843,644,2022-05-19 21:37:44
8514,645,2022-05-10 08:44:13
6071,646,2022-05-12 19:32:13
9239,647,2022-05-07 20:24:59
1062,648,2022-05-17 09:00:36
3809,649,2022-05-11 14:20:09
2192,650,2022-05-02 06:55:44
3297,651,2022-05-02 17:13:04
3175,652,2022-05-14 17:08:43
9073,653,2022-05-01 17:50:24
4740,654,2022-05-10 20:20:09
8124,656,2022-05-16 04:35:29
1864,657,2022-05-24 20:02:01
752,658,2022-05-15 14:53:45
1512,659,2022-05-10 22:39:21
4543,660,2022-05-21 00:19:29
7434,660,2022-05-18 21:39:51
6639,661,2022-05-06 05:03:21
2805,663,2022-05-05 22:48:29
3606,664,2022-05-17 23:18:04
6986,665,2022-05-16 22:58:27
9581,666,2022-05-23 18:11:01
7590,667,2022-05-17 14:02:14
7184,668,2022-05-19 13:28:08
4752,669,2022-05-12 11:12:06
7593,670,2022-05-18 19:08:29
919,671,2022-05-10 04:56:04
4397,672,2022-05-20 21:33:36
9313,673,2022-05-19 23:23:30
6081,674,2022-05-13 06:49:35
1669,675,2022-05-10 22:27:21
7627,676,2022-05-21 19:27:49
5023,677,2022-05-22 19:43:14
5836,678,2022-05-02 03:18:09
7999,679,2022-05-02 10:15:41
6376,680,2022-05-15 15:27:48
3615,681,2022-05-19 12:39:36
5715,682,2022-05-20 22:09:04
2872,683,2022-05-02 22:52:54
3222,684,2022-05-23 12:23:52
4486,685,2022-05-16 03:28:46
9926,686,2022-05-13 07:31:28
1275,688,2022-05-22 19:52:02
709,689,2022-05-09 11:11:57
4997,690,2022-05-18 10:57:15
1241,692,2022-05-11 15:58:10
5597,693,2022-05-11 10:39:35
3812,696,2022-05-24 14:49:43
8127,697,2022-05-06 00:27:20
8555,698,2022-05-24 05:41:53
3052,699,2022-05-16 13:47:16
2328,700,2022-05-08 22:57:47
4712,701,2022-05-15 13:17:28
780,702,2022-05-15 08:20:35
1137,703,2022-05-23 11:57:01
5581,704,2022-05-24 08:18:13
4682,705,2022-05-09 13:55:25
2303,706,2022-05-19 11:42:41
2289,707,2022-05-11 20:38:30
3836,708,2022-05-11 07:06:01
1065,709,2022-05-06 23:51:34
8805,710,2022-05-18 19:54:41
6972,711,2022-05-12 13:57:17
6478,712,2022-05-13 00:45:57
9466,714,2022-05-22 05:02:58
1308,715,2022-05-13 04:06:23
1581,716,2022-05-20 15:12:19
9885,717,2022-05-13 13:46:24
1504,720,2022-05-03 17:56:18
9169,721,2022-05-14 06:05:31
3133,722,2022-05-16 17:53:16
4366,723,2022-05-19 21:38:05
3725,724,2022-05-06 16:55:44
7338,725,2022-05-05 01:39:09
5894,726,2022-05-06 21:47:33
9535,727,2022-05-18 02:50:09
3803,728,2022-05-15 21:17:11
9603,729,2022-05-07 21:20:36
3077,730,2022-05-20 15:23:21
8888,731,2022-05-15 15:40:29
3237,732,2022-05-23 16:23:29
4659,733,2022-05-15 10:50:36
2245,734,2022-05-24 18:51:16
4705,735,2022-05-17 02:41:49
1862,736,2022-05-02 11:38:18
6195,737,2022-05-06 18:26:44
8410,738,2022-05-04 10:49:15
3001,739,2022-05-05 00:19:50
3279,739,2022-05-21 23:43:54
3935,740,2022-05-04 06:58:44
1648,741,2022-05-12 03:25:35
3126,742,2022-05-23 19:00:21
1325,743,2022-05-01 00:29:31
4640,744,2022-05-10 10:31:21
2605,745,2022-05-05 00:42:34
6659,746,2022-05-20 23:38:54
7854,747,2022-05-12 10:43:55
8804,748,2022-05-07 21:01:52
7742,749,2022-05-03 05:17:46
1744,750,2022-05-15 12:15:06
3566,751,2022-05-23 01:40:04
1190,752,2022-05-20 16:37:28
9730,753,2022-05-01 10:22:58
4720,754,2022-05-17 04:13:49
3770,755,2022-05-15 03:30:50
7641,755,2022-05-15 00:26:14
3146,756,2022-05-20 14:27:43
5795,757,2022-05-17 19:19:46
811,759,2022-05-13 06:22:43
9802,760,2022-05-06 07:49:38
8196,761,2022-05-15 11:10:08
5399,762,2022-05-14 08:06:23
4575,763,2022-05-09 15:28:49
5647,764,2022-05-11 08:03:25
6075,766,2022-05-03 19:55:56
7594,767,2022-05-10 17:33:50
3308,768,2022-05-06 18:07:34
7633,769,2022-05-10 00:57:57
7047,771,2022-05-16 02:16:02
8430,772,2022-05-10 01:08:48
5948,773,2022-05-16 03:43:14
170,774,2022-05-07 03:21:13
7762,775,2022-05-06 06:29:29
4619,776,2022-05-19 19:49:32
6826,778,2022-05-13 09:00:57
1564,779,2022-05-18 16:31:24
5733,780,2022-05-18 22:34:27
997,781,2022-05-13 21:33:25
1568,782,2022-05-24 07:41:06
3422,783,2022-05-03 18:21:18
3922,784,2022-05-16 12:50:25
8560,785,2022-05-07 22:50:01
6351,787,2022-05-14 12:39:59
454,788,2022-05-23 01:19:50
3172,789,2022-05-01 09:02:09
3856,790,2022-05-08 17:25:41
879,791,2022-05-01 23:35:16
441,792,2022-05-24 20:15:03
7726,793,2022-05-01 22:04:36
5434,794,2022-05-13 09:59:05
8229,795,2022-05-18 09:13:23
3260,796,2022-05-01 20:57:23
1466,797,2022-05-24 16:17:12
